Name,ChW,TotCh,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Place,Non-VFB,InRCA,InRCW,InICA,InICW,InChA,InChW,Season,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,Exile
Kelly Wiglesworth,5.87,15.1,0.39,2,6,0,73,11,0.55,3.82,11,3,7,0.428571429,1.36,12.26,39,2,5,5,1,8,4,13,5,1,5,2,6,3,11,5,0.454545455,0
Richard Hatch,1.87,15.1,0.12,0,10,6,73,11,0.9,2.55,7,4,7,0.571428571,1.6,7.84,39,1,1,5,0,8,1,13,1,1,5,2,6,3,11,5,0.454545455,0
Gretchen Cordy,1.23,3.07,0.4,0,3,4,31,4,0.72,2.63,3,0,7,0,1.12,3.85,21,10,1,0,0,1,0,1,0,1,5,3,6,3,11,6,0.545454546,0
Rudy Boesch,1.62,15.1,0.11,3,10,8,73,11,0.9,2.12,6,0,7,0,1.01,3.74,38,3,1,5,0,8,1,13,1,1,5,2,6,2,11,4,0.363636364,0
Sue Hawk,0.87,14.1,0.06,0,9,5,70,10,0.89,2.8,6,0,7,0,0.95,3.67,37,4,1,5,0,7,0,12,0,1,5,2,6,3,11,5,0.454545455,0
Sean Keniff,1.87,13.1,0.14,0,6,9,66,9,0.65,1.44,5,0,7,0,0.79,3.3,36,5,3,5,1,6,0,11,1,1,5,2,6,3,11,5,0.454545455,0
Gervase Peterson,2.89,9.07,0.32,2,1,6,55,7,0.13,0.4,5,0,7,0,0.45,3.29,30,7,6,3,1,4,1,7,2,1,5,2,6,3,11,5,0.454545455,0
Joel Klug,0.89,2.07,0.43,1,2,4,21,3,0.6,2.33,2,0,7,0,1.03,3.23,18,11,1,0,0,0,0,0,0,1,5,2,6,3,11,5,0.454545455,0
Greg Buis,2.56,5.07,0.5,2,1,6,40,5,0.17,0.56,4,0,7,0,0.67,3.12,24,9,4,1,1,2,1,3,2,1,5,1,6,3,11,4,0.363636364,0
Dirk Been,0.62,1.51,0.41,1,2,4,21,3,0.6,2.33,2,0,7,0,1.01,2.95,15,12,1,0,0,0,0,0,0,1,4,2,5,2,9,4,0.444444444,0
Colleen Haskell,1.56,11.07,0.14,3,3,7,61,8,0.36,0.95,5,0,7,0,0.5,2.51,33,6,5,4,1,5,0,9,1,1,5,1,6,3,11,4,0.363636364,0
Jenna Lewis,1.23,7.07,0.17,0,4,11,48,6,0.63,1.24,1,0,7,0,0.8,2.47,27,8,2,2,0,3,0,5,0,1,5,3,6,3,11,6,0.545454546,0
Ramona Gray,0.39,0.99,0.4,1,1,6,15,2,0.3,1.4,0,0,7,0,0.7,1.79,12,13,1,0,0,0,0,0,0,1,3,1,4,2,7,3,0.428571429,0
Stacey Stillman,0.29,0.68,0.42,0,0,6,15,2,-0.2,0,0,0,7,0,0.22,0.29,9,14,2,0,0,0,0,0,0,1,2,1,3,1,5,2,0.4,0
B.B. Andersen,0.25,0.39,0.64,0,0,6,8,1,-0.75,0,0,0,7,0,-0.11,0.25,6,15,1,0,0,0,0,0,0,1,1,1,2,1,3,2,0.666666667,0
Sonja Christopher,0,0.13,0,0,0,4,8,1,-0.5,0,0,0,7,0,-0.5,0,3,16,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Colby Donaldson,8.09,13.09,0.62,0,10,5,73,11,0.9,2.83,9,3,7,0.43,1.95,13.49,42,2,1,3,2,8,5,11,7,2,6,3,5,2,11,5,0.454545455,0
Tina Wesson,0.59,13.09,0.05,0,11,0,73,11,1,7,10,4,7,0.57,1.62,11.02,42,1,0,3,0,8,0,11,0,2,6,2,5,2,11,4,0.363636364,0
Keith Famie,2.59,13.09,0.2,0,9,8,73,11,0.81,1.91,6,0,7,0,1.01,4.5,41,3,2,3,0,8,2,11,2,2,6,2,5,2,11,4,0.363636364,0
Nick Brown,1.97,7.03,0.28,0,3,4,49,6,0.49,1.75,5,0,7,0,0.77,3.72,30,7,3,1,0,4,1,5,1,2,6,3,5,3,11,6,0.545454546,0
Jerri Manthey,2.09,6.09,0.34,0,4,12,48,6,0.63,1.17,2,0,7,0,0.97,3.26,27,8,2,1,1,3,0,4,1,2,6,3,5,2,11,5,0.454545455,0
Mike Skupin*,0.97,1.53,0.64,0,2,0,15,2,0.57,1.87,2,0,7,0,1.21,2.84,18,11,1,0,0,0,0,0,0,2,5,3,5,3,10,6,0.6,0
Mitchell Olson,0.39,0.99,0.4,0,2,4,21,3,0.6,2.33,1,0,7,0,1,2.73,12,13,1,0,0,0,0,0,0,2,3,2,4,1,7,3,0.428571429,0
Jeff Varner,0.97,2.53,0.38,0,2,7,25,3,0.57,1.7,0,0,7,0,0.96,2.67,21,10,1,0,0,1,0,1,0,2,5,3,5,3,10,6,0.6,0
Alicia Calaway,0.97,4.53,0.21,0,2,5,34,4,0.46,1.56,3,0,7,0,0.68,2.53,24,9,2,1,0,2,0,3,0,2,5,3,5,3,10,6,0.6,0
Elisabeth Filarski,0.97,12.03,0.08,0,4,5,64,9,0.44,1.38,7,0,7,0,0.52,2.35,39,4,5,3,0,7,0,10,0,2,6,3,5,3,11,6,0.545454546,0
Amber Brkich,0.59,9.09,0.07,0,5,6,61,8,0.61,1.75,6,0,7,0,0.68,2.34,33,6,3,2,0,5,0,7,0,2,6,2,5,2,11,4,0.363636364,0
Rodger Bingham,0.57,10.03,0.06,2,4,5,60,8,0.49,1.56,6,0,7,0,0.55,2.13,36,5,4,2,0,6,0,8,0,2,6,1,5,3,11,4,0.363636364,0
Kimmi Kappenberg,0.57,1.33,0.43,1,1,6,15,2,0.3,1.4,1,0,7,0,0.73,1.97,15,12,1,0,0,0,0,0,0,2,4,1,5,3,9,4,0.444444444,0
Maralyn Hershey,0.39,0.66,0.59,0,1,5,15,2,0.33,1.56,1,0,7,0,0.93,1.95,9,14,1,0,0,0,0,0,0,2,2,2,3,1,5,3,0.6,0
Kel Gleason,0.25,0.38,0.67,0,0,7,8,1,-0.88,0,0,0,7,0,-0.21,0.25,6,15,1,0,0,0,0,0,0,2,1,1,2,1,3,2,0.666666667,0
Debb Eaton,0,0.13,0,0,0,7,8,1,-0.88,0,0,0,7,0,-0.88,0,3,16,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
Ethan Zohn,2.87,13.31,0.22,0,11,0,73,11,1,7,9,5,7,0.71,1.93,14.15,39,1,0,3,1,8,1,11,2,3,6,2,6,3,12,5,0.416666667,0
Kim Johnson,2.87,13.31,0.22,0,11,1,73,11,1,5.6,9,2,7,0.29,1.5,10.18,39,2,0,3,0,8,2,11,2,3,6,2,6,3,12,5,0.416666667,0
Lex van den Berghe,5.87,13.31,0.44,0,9,10,73,11,0.81,1.64,6,0,7,0,1.25,7.5,38,3,2,3,2,8,3,11,5,3,6,2,6,3,12,5,0.416666667,0
Big Tom Buchanan,1.67,12.31,0.14,1,7,7,70,10,0.69,1.78,6,0,7,0,0.83,3.45,37,4,3,3,0,7,1,10,1,3,6,1,6,3,12,4,0.333333333,0
Teresa Cooper,1.93,11.29,0.17,2,3,4,66,9,0.33,1.17,7,0,7,0,0.5,3.09,36,5,6,3,0,6,1,9,1,3,6,3,6,3,12,6,0.5,0
Kim Powers,0.93,9.29,0.1,1,5,4,61,8,0.62,2.19,6,0,7,0,0.72,3.11,33,6,3,2,0,5,0,7,0,3,6,3,6,3,12,6,0.5,0
Frank Garrison,1.43,7.29,0.2,0,3,9,55,7,0.41,0.92,3,0,7,0,0.6,2.35,30,7,4,1,0,4,0,5,0,3,6,4,6,3,12,7,0.583333333,0
Brandon Quinton,1.43,6.29,0.23,1,4,6,48,6,0.65,1.87,4,0,7,0,0.87,3.29,27,8,2,1,0,3,0,4,0,3,6,4,6,3,12,7,0.583333333,0
Kelly Goldsmith,0.87,4.81,0.18,1,4,5,40,5,0.78,2.49,4,0,7,0,0.96,3.36,24,9,1,1,0,2,0,3,0,3,5,2,6,3,11,5,0.454545455,0
Clarence Black,0.87,2.81,0.31,0,3,12,31,4,0.65,1.31,1,0,7,0,0.96,2.18,21,10,1,0,0,1,0,1,0,3,5,2,6,3,11,5,0.454545455,0
Lindsey Richter,0.93,1.79,0.52,0,2,7,21,3,0.56,1.7,1,0,7,0,1.07,2.62,18,11,1,0,0,0,0,0,0,3,5,3,6,3,11,6,0.545454546,0
Silas Gaither,0.73,1.39,0.52,0,2,8,21,3,0.54,1.56,1,0,7,0,1.06,2.28,15,12,1,0,0,0,0,0,0,3,4,3,5,2,9,5,0.555555556,0
Linda Spencer,0.25,1.06,0.24,2,0,4,15,2,-0.13,0,1,0,7,0,0.1,0.25,12,13,2,0,0,0,0,0,0,3,3,0,4,2,7,2,0.285714286,0
Carl Bilancione,0.39,0.73,0.54,1,0,4,8,1,-0.5,0,0,0,7,0,0.04,0.39,9,14,1,0,0,0,0,0,0,3,2,1,3,2,5,3,0.6,0
Jessie Camacho,0,0.41,0,0,1,5,15,2,0.33,1.56,1,0,7,0,0.33,1.56,6,15,1,0,0,0,0,0,0,3,1,0,2,0,3,0,0,0
Diane Ogden,0,0.13,0,0,0,6,8,1,-0.75,0,0,0,7,0,-0.75,0,3,16,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0
Vecepia Towery,2.45,15.35,0.16,2,9,2,81,12,0.75,3.5,10,4,7,0.57,1.48,9.38,39,1,3,4,0,8,2,12,2,4,4,0,6,2,10,2,0.2,0
Paschal English*,2.84,14.33,0.2,1,8,0,58,9,0.89,6.22,9,0,7,0,1.09,9.07,37,4,1,4,1,7,0,11,1,4,4,3,6,4,10,7,0.7,0
Neleh Dennis,2.34,15.33,0.15,1,9,4,61,10,0.89,3.15,8,3,7,0.43,1.47,8.06,39,2,1,4,0,8,1,12,1,4,4,3,6,4,10,7,0.7,0
Kathy Vavrick-O'Brien,5.51,15.33,0.36,0,7,5,61,10,0.69,2.18,6,0,7,0,1.05,7.69,38,3,3,4,2,8,2,12,4,4,4,4,6,4,10,8,0.8,0
Tammy Leitner,3.01,9.33,0.32,3,3,5,42,5,0.58,1.87,4,0,7,0,0.9,4.88,30,7,2,2,0,4,2,6,2,4,4,2,6,4,10,6,0.6,0
Sean Rector,1.75,13.35,0.13,3,7,7,74,10,0.69,1.78,7,0,7,0,0.82,3.53,36,5,3,4,1,6,0,10,1,4,4,0,6,1,10,1,0.1,0
Robert DeCanio,1.62,11.33,0.14,4,3,6,48,6,0.48,1.4,4,0,7,0,0.62,3.02,33,6,3,3,0,5,1,8,1,4,4,1,6,3,10,4,0.4,0
Zoe Zanadakis,0.96,7.33,0.13,2,3,8,35,4,0.69,1.75,2,0,7,0,0.82,2.71,27,8,1,1,0,3,0,4,0,4,4,2,6,4,10,6,0.6,0
Gina Crews,0.75,2.85,0.26,1,2,3,30,5,0.38,1.6,4,0,7,0,0.64,2.35,18,11,3,0,0,0,0,0,0,4,4,2,6,1,10,3,0.3,0
Boston Rob Mariano,0.25,3.85,0.06,2,4,8,39,5,0.76,1.87,3,0,7,0,0.82,2.12,21,10,1,0,0,1,0,1,0,4,4,0,6,1,10,1,0.1,0
John Carroll,0.56,5.83,0.1,4,2,8,27,3,0.57,1.56,1,0,7,0,0.66,2.12,24,9,1,1,0,2,0,3,0,4,4,2,6,2,10,4,0.4,0
Patricia Jackson,0,1.29,0,0,1,5,15,2,0.33,1.56,0,0,7,0,0.33,1.56,6,15,1,0,0,0,0,0,0,4,1,0,2,0,3,0,0,0
Sarah Jones,0,1.85,0,0,3,11,26,4,0.64,1.4,0,0,7,0,0.64,1.4,12,13,1,0,0,0,0,0,0,4,2,0,4,0,6,0,0,0
Hunter Ellis,0,1.65,0,0,1,4,21,3,0.27,1.17,2,0,7,0,0.27,1.17,9,14,2,0,0,0,0,0,0,4,2,0,3,0,5,0,0,0
Gabriel Cade,0.96,2.33,0.41,1,0,7,8,1,-0.88,0,0,0,7,0,-0.46,0.96,15,12,1,0,0,0,0,0,0,4,3,2,5,3,8,5,0.625,0
Peter Harkey,0,1,0,0,0,5,8,1,-0.63,0,0,0,7,0,-0.63,0,3,16,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0
Brian Heidik,6.18,12.13,0.51,0,9,0,54,9,1,7,4,4,7,0.57,2.08,16.61,39,1,0,4,2,6,3,10,5,5,4,1,8,5,12,6,0.5,0
Clay Jordan,2.18,12.13,0.18,0,8,3,54,9,0.88,3.56,1,3,7,0.43,1.49,8.31,39,2,1,4,0,6,1,10,1,5,4,1,8,5,12,6,0.5,0
Ted Rogers,3.18,10.13,0.31,0,6,7,47,7,0.84,2.18,3,0,7,0,1.15,5.37,36,5,1,4,1,4,1,8,2,5,4,1,8,5,12,6,0.5,0
Helen Glover,2.93,11.13,0.26,1,6,5,51,8,0.74,2.33,2,0,7,0,1,5.27,37,4,2,4,1,5,1,9,2,5,4,1,8,4,12,5,0.416666667,0
Erin Collins,0.94,2.13,0.44,2,4,3,30,5,0.78,3.2,4,0,7,0,1.22,4.14,24,9,1,0,0,0,0,0,0,5,4,3,8,3,12,6,0.5,0
Jan Gentry,1.18,12.13,0.1,0,7,5,54,9,0.77,2.42,3,0,7,0,0.87,3.6,38,3,2,4,0,6,0,10,0,5,4,1,8,5,12,6,0.5,0
Ken Stafford,0.94,4.13,0.23,2,5,6,38,6,0.81,2.33,4,0,7,0,1.04,3.28,27,8,1,1,0,1,0,2,0,5,4,3,8,3,12,6,0.5,0
Penny Ramsey,0.94,6.13,0.15,1,5,5,45,7,0.7,2.22,4,0,7,0,0.85,3.17,30,7,2,2,0,2,0,4,0,5,4,3,8,3,12,6,0.5,0
Jake Billingsley,0.94,8.13,0.12,1,5,7,51,8,0.61,1.59,5,0,7,0,0.72,2.53,33,6,3,3,0,3,0,6,0,5,4,3,8,3,12,6,0.5,0
Shii Ann Huang,0.43,1.88,0.23,3,3,10,26,4,0.65,1.5,0,0,7,0,0.89,1.93,21,10,1,0,0,0,0,0,0,5,4,1,7,2,11,3,0.272727273,0
Tanya Vance,0,0.41,0,0,1,5,15,2,0.33,1.56,1,0,7,0,0.33,1.56,6,15,1,0,0,0,0,0,0,5,1,0,2,0,3,0,0,0
Ghandia Johnson,0.33,1.08,0.31,0,1,5,21,3,0.25,1.04,1,0,7,0,0.56,1.37,12,13,2,0,0,0,0,0,0,5,3,1,4,1,7,2,0.285714286,0
Robb Zbacnik,0.94,1.68,0.56,1,0,5,21,3,-0.08,0,2,0,7,0,0.48,0.94,18,11,3,0,0,0,0,0,0,5,4,3,6,3,10,6,0.6,0
Stephanie Dill,0.43,1.28,0.34,2,0,5,15,2,-0.17,0,1,0,7,0,0.17,0.43,15,12,2,0,0,0,0,0,0,5,3,1,5,2,8,3,0.375,0
Jed Hildebrand,0.41,0.74,0.55,0,0,5,8,1,-0.63,0,0,0,7,0,-0.07,0.41,9,14,1,0,0,0,0,0,0,5,2,1,3,2,5,3,0.6,0
John Raymond,0,0.13,0,0,0,6,8,1,-0.75,0,0,0,7,0,-0.75,0,3,16,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0
Jenna Morasca,4.72,12.93,0.37,2,9,3,73,11,0.81,3.27,9,6,7,0.86,2.04,13.14,39,1,2,3,0,8,4,11,4,6,5,2,6,3,11,5,0.454545455,0
Matt von Ertfelda,4.64,12.93,0.36,0,10,6,73,11,0.9,2.55,7,1,7,0.14,1.4,8.05,39,2,1,3,2,8,2,11,4,6,5,1,6,3,11,4,0.363636364,0
Rob Cesternino,1.64,12.93,0.13,0,10,4,73,11,0.9,3.18,8,0,7,0,1.03,4.82,38,3,1,3,0,8,1,11,1,6,5,1,6,3,11,4,0.363636364,0
Deena Bennett,2.05,6.93,0.3,1,5,6,48,6,0.81,2.33,5,0,7,0,1.11,4.39,27,8,1,2,0,3,1,5,1,6,5,3,6,3,11,6,0.545454546,0
Heidi Strobel,0.95,10.93,0.09,0,7,3,66,9,0.77,3.11,8,0,7,0,0.86,4.06,36,5,2,3,0,6,0,9,0,6,5,3,6,3,11,6,0.545454546,0
Alex Bell,1.98,7.93,0.25,0,5,6,55,7,0.7,2,5,0,7,0,0.95,3.98,30,7,2,2,1,4,0,6,1,6,5,2,6,3,11,5,0.454545455,0
Dave Johnson,2.21,4.93,0.45,0,2,8,40,5,0.36,0.93,4,0,7,0,0.81,3.14,24,9,3,1,1,2,0,3,1,6,5,3,6,3,11,6,0.545454546,0
Butch Lockley,0.88,11.93,0.07,0,7,5,70,10,0.69,2.18,8,0,7,0,0.77,3.05,37,4,3,3,0,7,0,10,0,6,5,2,6,3,11,5,0.454545455,0
Roger Sexton,0.88,2.6,0.34,0,3,11,31,4,0.66,1.4,1,0,7,0,1,2.28,21,10,1,0,0,1,0,1,0,6,4,2,6,3,10,5,0.5,0
Christy Smith,0.81,8.93,0.09,1,4,9,61,8,0.48,1.08,4,0,7,0,0.57,1.89,33,6,4,2,0,5,0,7,0,6,5,3,6,3,11,6,0.545454546,0
Shawna Mitchell,0.72,1.6,0.45,2,1,6,21,3,0.24,0.93,1,0,7,0,0.69,1.65,18,11,2,0,0,0,0,0,0,6,4,2,6,3,10,5,0.5,0
Jeanne Hebert,0.55,1.2,0.46,0,1,5,21,3,0.25,1.04,1,0,7,0,0.72,1.59,15,12,2,0,0,0,0,0,0,6,3,2,5,2,8,4,0.5,0
JoAnna Ward,0.55,1.03,0.54,0,0,4,15,2,-0.13,0,1,0,7,0,0.4,0.55,12,13,2,0,0,0,0,0,0,6,3,2,4,2,7,4,0.571428571,0
Janet Koth,0.27,0.41,0.65,0,0,5,8,1,-0.63,0,0,0,7,0,0.03,0.27,6,15,1,0,0,0,0,0,0,6,1,1,2,1,3,2,0.666666667,0
Daniel Lue,0.14,0.7,0.21,0,0,7,15,2,-0.23,0,0,0,7,0,-0.03,0.14,9,14,2,0,0,0,0,0,0,6,2,0,3,1,5,1,0.2,0
Ryan Aiken,0,0.13,0,0,0,4,8,1,-0.5,0,0,0,7,0,-0.5,0,3,16,1,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0
Sandra Diaz-Twine,1,13.89,0.07,2,10,0,77,12,0.83,5.83,11,6,7,0.86,1.76,11.98,39,1,2,3,0,8,0,11,0,7,7,3,7,3,14,6,0.428571429,0
Burton Roberts,4.64,11.34,0.41,2,5,10,52,7,0.69,1.43,4,0,7,0,1.1,6.07,30,5,2,3,1,6,2,9,3,7,5,4,6,4,11,8,0.727272727,0
Darrah Johnson,4.1,12.94,0.32,0,7,6,70,10,0.69,1.96,7,0,7,0,1.01,6.06,37,4,3,3,0,7,3,10,3,7,7,2,7,3,14,5,0.357142857,0
Rupert Boneham,3.51,6.75,0.52,1,5,7,45,6,0.81,2.12,4,0,7,0,1.33,5.63,27,8,1,1,1,3,1,4,2,7,6,5,8,4,14,9,0.642857143,0
Lillian Morris,2,12.74,0.16,0,9,10,73,11,0.81,1.64,7,1,7,0.14,1.11,4.49,30,2,2,3,0,8,1,11,1,7,4,2,4,1,8,3,0.375,0
Jonny Fairplay,2.11,13.89,0.15,2,9,7,77,12,0.74,1.91,8,0,7,0,0.89,4.02,38,3,3,3,1,8,0,11,1,7,7,3,7,3,14,6,0.428571429,0
Trish Dunn,1.14,2.02,0.57,2,2,4,20,3,0.6,2.33,2,0,7,0,1.17,3.48,19,13,1,0,0,0,0,0,0,7,5,4,7,3,12,7,0.583333333,0
Shawn Cohen,0.94,2.05,0.46,1,3,5,25,4,0.7,2.33,2,0,7,0,1.16,3.28,19,12,1,0,0,0,0,0,0,7,5,3,7,3,12,6,0.5,0
Tijuana Bradley,0.97,8.81,0.11,0,5,5,55,7,0.7,2.22,6,0,7,0,0.81,3.19,30,7,2,2,0,4,0,6,0,7,6,1,8,4,14,5,0.357142857,0
Christa Hastie,1,10.09,0.1,2,7,7,65,9,0.77,1.98,6,0,7,0,0.87,2.98,33,6,2,2,0,5,0,7,0,7,7,3,8,3,15,6,0.4,0
Andrew Savage,0.77,3.11,0.25,0,3,6,31,4,0.7,2.1,3,0,7,0,0.95,2.87,21,10,1,0,0,1,0,1,0,7,5,1,7,3,12,4,0.333333333,0
Osten Taylor*,0.77,2.11,0.36,0,3,7,26,4,0.68,1.91,2,0,7,0,1.05,2.68,19,11,1,0,0,0,0,0,0,7,5,1,7,3,12,4,0.333333333,0
Ryan Opray,0.97,5.31,0.18,0,3,8,40,5,0.56,1.4,4,0,7,0,0.74,2.37,24,9,2,1,0,2,0,3,0,7,5,1,8,4,13,5,0.384615385,0
Ryan Shoulders,0.17,0.58,0.29,0,1,6,15,2,0.3,1.4,0,0,7,0,0.59,1.57,7,15,1,0,0,0,0,0,0,7,1,0,3,1,4,1,0.25,0
Michelle Tesauro,0.74,1.62,0.46,2,0,6,14,2,-0.21,0,1,0,7,0,0.24,0.74,16,14,2,0,0,0,0,0,0,7,4,1,6,4,10,5,0.5,0
Nicole Delma,0.17,0.29,0.57,0,0,7,8,1,-0.88,0,0,0,7,0,-0.3,0.17,4,16,1,0,0,0,0,0,0,7,0,0,2,1,2,1,0.5,0
Chris Daugherty,4.82,15.24,0.32,1,10,3,82,12,0.83,3.33,7,5,7,0.71,1.86,11.9,39,1,4,2,0,9,3,13,3,9,9,5,6,3,15,8,0.533,0
Twila Tanner,2.34,14.24,0.16,0,11,6,75,11,0.99,2.8,6,2,7,0.29,1.44,7.39,39,2,4,0,0,8,1,12,1,9,12,5,6,4,18,9,0.5,0
Scout Cloud Lee,0.8,14.24,0.06,2,10,3,82,12,0.83,3.33,8,0,7,0,0.89,2.36,38,3,4,2,0,8,0,12,0,9,12,2,6,3,18,5,0.278,0
Eliza Orlins,4.17,13.24,0.32,0,8,9,78,11,0.72,1.57,5,0,7,0,1.03,5.73,37,4,4,3,2,7,1,11,3,9,10,4,6,3,16,7,0.438,0
Julie Berry,2.34,12.24,0.19,0,4,4,68,9,0.44,1.56,6,0,7,0,0.63,4.16,36,5,4,5,1,6,0,10,1,9,10,5,6,4,16,9,0.563,0
Ami Cusack,3.67,10.24,0.36,0,7,8,70,9,0.77,1.81,7,0,7,0,1.12,5.71,33,6,3,2,0,5,2,8,2,9,9,4,6,3,15,7,0.467,0
Leann Slaby,1.92,8.24,0.23,0,7,8,64,8,0.86,2.04,6,0,7,0,1.09,3.38,30,7,2,1,1,4,0,6,1,9,8,3,6,3,14,6,0.429,0
Chad Crittenden,1.32,7.24,0.18,0,4,7,57,7,0.55,1.45,5,0,7,0,0.74,3.02,27,8,1,3,0,4,0,5,0,9,8,5,6,3,14,8,0.571,0
Lea Sarge Masters,2.07,5.99,0.35,1,4,7,49,6,0.64,1.7,5,0,7,0,0.99,3.37,24,9,1,2,0,3,1,4,1,9,7,4,6,3,13,7,0.538,0
Rory Freeman,0.65,3.99,0.16,0,5,14,47,6,0.78,1.3,0,0,7,0,0.95,1.43,21,10,0,1,0,2,0,2,0,9,7,2,6,2,13,4,0.308,0
John Kenney,1.87,2.79,0.67,0,1,5,30,4,0.21,0.78,3,0,7,0,0.88,3.62,18,11,0,3,0,1,1,1,1,9,6,3,6,3,12,6,0.5,0
Lisa Keiffer,0.52,1.39,0.38,0,2,4,30,4,0.47,1.75,3,0,7,0,0.84,2.62,15,12,0,2,0,0,0,0,0,9,5,2,5,2,10,4,0.4,0
Bubba Sampson,0.25,2.06,0.12,1,3,6,31,4,0.7,2.1,3,0,7,0,0.82,0.25,12,13,0,1,0,1,0,1,0,9,4,1,4,1,8,2,0.25,0
Brady Finta,0.25,1.77,0.14,0,0,6,24,3,-0.08,0,2,0,7,0,0.06,0.25,10,14,0,3,0,1,0,1,0,9,3,1,3,1,6,2,0.333,0
Mia Galeotalanza,0.24,0.49,0.49,0,0,5,17,2,-0.15,0,1,0,7,0,0.34,0.24,7,15,0,2,0,0,0,0,0,9,2,1,2,1,4,2,0.5,0
John Palyok,0.25,1.49,0.17,0,0,5,17,2,-0.15,0,1,0,7,0,0.02,0.25,7,16,0,2,0,1,0,1,0,9,2,1,2,1,4,2,0.5,0
Dolly Neely,0.24,0.36,0.65,1,0,5,9,1,-0.56,0,0,0,7,0,0.1,0.24,6,17,0,1,0,0,0,0,0,9,1,1,2,1,3,2,0.667,0
Brook Geraghty,0,0.11,0,0,0,5,9,1,-0.56,0,0,0,7,0,-0.56,0,3,18,0,1,0,0,0,0,0,9,0,0,1,0,1,0,0,0
Wanda Shirk,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,7,0,0,#DIV/0!,2,19,0,0,0,0,0,0,0,10,0,0,0,0,0,0,#DIV/0!,0
Jonathan Libby,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,7,0,0,#DIV/0!,2,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,#DIV/0!,0
Tom Westman,6.61,13.6,0.49,4,6,0,43,7,0.86,6,7,6,7,0.86,2.2,17.75,39,1,1,2,0,7,5,9,5,10,8,4,7,4,15,8,0.533333333,0
Ian Rosenberger,5.44,13.6,0.4,5,6,4,43,7,0.84,3,4,0,7,0,1.25,8.44,38,3,1,2,1,7,2,9,3,10,8,3,7,4,15,7,0.466666667,0
Katie Gallagher,0.95,13.6,0.07,7,7,1,43,7,1,5.6,6,1,7,0.14,1.21,7.41,39,2,0,2,0,7,0,9,0,10,8,2,7,3,15,5,0.333333333,0
Gregg Carey,2.94,9.6,0.31,3,3,4,31,4,0.72,2.63,3,0,7,0,1.03,5.57,33,6,1,1,1,4,0,5,1,10,8,4,7,5,15,9,0.6,0
Jenn Lyon,1.3,12.6,0.1,5,4,2,40,6,0.66,3.11,5,0,7,0,0.77,4.41,37,4,2,2,0,6,0,8,0,10,8,2,7,5,15,7,0.466666667,0
Bobby Jon Drinkard,0.52,5.35,0.1,0,5,2,42,7,0.71,3.33,6,0,7,0,0.8,3.85,21,10,2,0,0,0,0,0,0,10,7,3,7,0,14,3,0.214285714,0
Caryn Groedel,1.24,11.6,0.11,6,4,7,36,5,0.76,2.04,2,0,7,0,0.87,3.28,36,5,1,2,0,5,0,7,0,10,8,3,7,4,15,7,0.466666667,0
Stephenie LaGrossa,1.52,8.6,0.18,0,6,8,58,9,0.65,1.56,6,0,7,0,0.83,3.07,30,7,3,0,0,3,0,3,0,10,8,3,7,1,15,4,0.266666667,0
Coby Archa,1.69,5.35,0.32,3,1,7,18,2,0.31,1.27,1,0,7,0,0.63,2.96,24,9,1,0,0,1,0,1,0,10,7,2,7,6,14,8,0.571428571,0
James Miller,0.52,2.68,0.19,0,4,5,39,6,0.65,2.07,2,0,7,0,0.84,2.59,15,12,2,0,0,0,0,0,0,10,5,3,5,0,10,3,0.3,0
Angie Jakusz,0.27,2.18,0.12,0,4,6,35,5,0.77,2.24,3,0,7,0,0.89,2.51,12,13,1,0,0,0,0,0,0,10,4,2,4,0,8,2,0.25,0
Jeff Wilson,0.27,1.65,0.16,0,2,5,24,3,0.6,2.07,1,0,7,0,0.76,2.34,8,16,1,0,0,0,0,0,0,10,2,2,3,0,5,2,0.4,0
Janu Tornell*,1.35,6.6,0.2,6,1,1,18,2,0.22,0.72,1,0,7,0,0.43,2.07,27,8,1,0,0,2,0,2,0,10,8,2,7,5,15,7,0.466666667,0
Ibrehem Rahman,0.52,3.35,0.15,0,3,4,42,7,0.41,1.5,5,0,7,0,0.57,2.02,18,11,4,0,0,0,0,0,0,10,6,3,6,0,12,3,0.25,0
Kim Mullen,0.27,1.98,0.14,0,3,8,30,4,0.68,1.75,1,0,7,0,0.82,2.02,11,15,1,0,0,0,0,0,0,10,3,2,4,0,7,2,0.285714286,0
Ashlee Ashby,0.13,1.36,0.09,0,1,6,17,2,0.32,1.4,1,0,7,0,0.42,1.53,6,17,1,0,0,0,0,0,0,10,1,1,2,0,3,1,0.333333333,0
